|                name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS | CHANCES |                   Abell | CODEX |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT | WINGS |  m200 | c200 | r200 |  d200 |
| ACT-CL J2003.5-2323 | 300.87829 | -23.39213 | 0.317 |  18.54 |  9.95 |    False |    True |               |         |                         |       | PSZ2 G018.54-25.69 |                 |          |                   |       | 14.12 | 4.38 | 2.12 |  7.39 |
| ACT-CL J2011.4-5724 | 302.87090 | -57.40833 | 0.279 | 340.17 |  3.16 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.55 | 4.05 | 1.47 |  5.62 |
| ACT-CL J2011.9-4129 | 302.99424 | -41.49321 | 0.150 | 359.06 |  3.59 |    False |   False |               |         |              ABELL 3668 | 87290 | PSZ2 G359.07-32.12 |                 |          |                   |       |  5.18 | 4.04 | 1.61 |  9.97 |
| ACT-CL J2012.1-5308 | 303.03030 | -53.14443 | 0.227 | 345.27 |  3.61 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.21 | 4.04 | 1.57 |  6.96 |
| ACT-CL J2014.8-2430 | 303.71168 | -24.50605 | 0.161 |  18.33 |  6.03 |    False |    True |               |         |                         |       | PSZ2 G018.32-28.50 |                 |          |                   |       |  8.69 | 4.07 | 1.91 | 11.09 |
| ACT-CL J2019.1-5642 | 304.78067 | -56.70646 | 0.230 | 340.99 |  4.02 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.79 | 4.05 | 1.62 |  7.14 |
| ACT-CL J2020.3-2226 | 305.09392 | -22.43643 | 0.357 |  21.04 |  9.22 |    False |    True |               |         |                         | 76082 | PSZ2 G021.02-29.04 |                 |          |                   |       | 13.08 | 4.39 | 2.03 |  6.56 |
| ACT-CL J2020.7-4646 | 305.19587 | -46.77500 | 0.190 | 353.02 |  3.18 |    False |   False |               |         |              ABELL 3673 | 90764 |                    |                 |          |                   |       |  4.58 | 4.05 | 1.53 |  7.77 |
| ACT-CL J2023.3-5535 | 305.83441 | -55.59077 | 0.232 | 342.32 |  9.50 |    False |    True |               |         |                         | 96552 | PSZ2 G342.33-34.93 |                 |          | MCXC J2023.4-5535 |       | 13.56 | 4.25 | 2.16 |  9.41 |
| ACT-CL J2024.4-4001 | 306.12330 | -40.02168 | 0.265 |   1.24 |  3.78 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.44 | 4.05 | 1.57 |  6.22 |
| ACT-CL J2025.2+0031 | 306.30243 |   0.52370 | 0.300 |  44.60 |  6.49 |    False |    True | STRIPE82_0096 |         |                         |       | PSZ2 G044.58-20.46 |                 |          |                   |       |  9.29 | 4.18 | 1.85 |  6.72 |
| ACT-CL J2025.9-5117 | 306.49072 | -51.28830 | 0.230 | 347.57 |  6.07 |    False |    True |               |         |             ABELL S0871 | 93831 | PSZ2 G347.58-35.35 |                 |          |                   |       |  8.72 | 4.11 | 1.86 |  8.17 |
| ACT-CL J2027.6-4240 | 306.91734 | -42.67280 | 0.255 | 358.13 |  4.22 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.08 | 4.06 | 1.64 |  6.67 |
| ACT-CL J2029.2+0030 | 307.32039 |   0.50475 | 0.234 |  45.12 |  4.70 |    False |   False | STRIPE82_0098 |         |                         |       |                    |                 |          |                   |       |  6.77 | 4.07 | 1.71 |  7.41 |
| ACT-CL J2029.6-2112 | 307.42072 | -21.21663 | 0.254 |  23.20 |  3.29 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.74 | 4.04 | 1.51 |  6.15 |
| ACT-CL J2030.8-5638 | 307.71795 | -56.63367 | 0.394 | 340.97 |  3.92 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.63 | 4.10 | 1.51 |  4.59 |
| ACT-CL J2030.9-4111 | 307.74987 | -41.19167 | 0.280 |   0.03 |  4.04 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.82 | 4.06 | 1.60 |  6.08 |
| ACT-CL J2031.8-4037 | 307.96666 | -40.62320 | 0.342 |   0.74 | 10.49 |    False |    True |               |         |                         | 87341 | PSZ2 G000.77-35.69 |                 |          |                   |       | 14.83 | 4.45 | 2.13 |  7.08 |
| ACT-CL J2032.3-5627 | 308.07566 | -56.45766 | 0.284 | 341.17 |  4.18 |    False |   False |               |         |              ABELL 3685 | 96561 | PSZ2 G341.19-36.12 |                 |          |                   |       |  6.02 | 4.07 | 1.61 |  6.07 |
| ACT-CL J2034.3-3428 | 308.59169 | -34.48331 | 0.091 |   8.29 |  4.07 |    False |    True |               |         |              ABELL 3693 |       |                    |                 |          |                   |       |  5.86 | 4.04 | 1.71 | 16.30 |
| ACT-CL J2034.8-4349 | 308.71800 | -43.82356 | 0.423 | 356.87 |  3.85 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.53 | 4.10 | 1.49 |  4.32 |
| ACT-CL J2035.6-4249 | 308.90552 | -42.81778 | 0.179 | 358.13 |  5.05 |    False |    True |               |         |                         | 90780 |                    |                 |          |                   |       |  7.27 | 4.05 | 1.79 |  9.55 |
| ACT-CL J2036.6-5644 | 309.15385 | -56.74025 | 0.418 | 340.75 |  4.22 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.06 | 4.13 | 1.53 |  4.50 |
| ACT-CL J2040.2-0001 | 310.06948 |  -0.01935 | 0.437 |  46.11 |  3.68 |    False |   False | STRIPE82_0101 |         |                         |       |                    |                 |          |                   |       |  5.28 | 4.10 | 1.45 |  4.15 |
| ACT-CL J2040.8+0119 | 310.20666 |   1.32838 | 0.418 |  47.46 |  3.73 |    False |   False | STRIPE82_0102 |         |                         |       |                    |                 |          |                   |       |  5.37 | 4.10 | 1.47 |  4.32 |
| ACT-CL J2041.2-1324 | 310.31337 | -13.41139 | 0.331 |  32.80 |  6.64 |    False |    True |               |         |                         |       |                    |                 |          |                   |       |  9.51 | 4.21 | 1.85 |  6.26 |
| ACT-CL J2041.5-3508 | 310.39509 | -35.14618 | 0.425 |   7.81 |  5.88 |    False |    True |               |         |              ABELL 3705 | 83621 | PSZ2 G007.76-36.83 |                 |          |                   |       |  8.39 | 4.25 | 1.71 |  4.95 |
| ACT-CL J2045.0-5353 | 311.25986 | -53.89223 | 0.415 | 344.18 |  4.20 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.03 | 4.12 | 1.53 |  4.51 |
| ACT-CL J2046.0-3430 | 311.50045 | -34.50340 | 0.423 |   8.80 |  5.17 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  7.41 | 4.19 | 1.64 |  4.76 |
| ACT-CL J2049.5+0227 | 312.39167 |   2.46244 | 0.347 |  49.75 |  3.13 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.51 | 4.05 | 1.43 |  4.71 |
| ACT-CL J2049.9-3217 | 312.47687 | -32.28448 | 0.325 |  11.75 |  8.15 |    False |    True |               |         |                         |       | PSZ2 G011.72-37.96 |                 |          |                   |       | 11.62 | 4.29 | 1.98 |  6.79 |
| ACT-CL J2050.3-5830 | 312.58332 | -58.51667 | 0.422 | 338.22 |  3.07 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.42 | 4.06 | 1.38 |  4.02 |
| ACT-CL J2050.7+0122 | 312.68379 |   1.37818 | 0.334 |  48.90 |  6.69 |    False |    True | STRIPE82_0106 |         |                         | 59018 | PSZ2 G048.91-25.55 |                 |          |                   |       |  9.57 | 4.22 | 1.85 |  6.23 |
| ACT-CL J2051.1+0215 | 312.79116 |   2.26473 | 0.346 |  49.80 |  6.16 |    False |    True |               |         |                         | 59012 | PSZ2 G049.80-25.16 |                 |          |                   |       |  8.82 | 4.20 | 1.79 |  5.89 |
| ACT-CL J2051.1+0057 | 312.79264 |   0.95285 | 0.333 |  48.55 |  4.43 |    False |   False | STRIPE82_0106 |         |                         |       |                    |                 |          |                   |       |  6.38 | 4.09 | 1.61 |  5.45 |
| ACT-CL J2051.8+0314 | 312.96777 |   3.23435 | 0.225 |  50.81 |  4.22 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.08 | 4.05 | 1.65 |  7.39 |
| ACT-CL J2051.9-0131 | 312.99289 |  -1.51766 | 0.408 |  46.29 |  5.52 |    False |    True | STRIPE82_0105 |         |                         | 59069 |                    |                 |          |                   |       |  7.91 | 4.21 | 1.68 |  5.01 |
| ACT-CL J2053.2-0154 | 313.31248 |  -1.90833 | 0.326 |  46.09 |  3.40 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.90 | 4.05 | 1.48 |  5.08 |
| ACT-CL J2054.9+0002 | 313.73757 |   0.03748 | 0.167 |  48.22 |  3.23 |    False |   False | STRIPE82_0106 |         |                         |       |                    |                 |          |                   |       |  4.65 | 4.05 | 1.55 |  8.74 |
| ACT-CL J2055.4+0105 | 313.85435 |   1.09043 | 0.409 |  49.30 |  4.55 |    False |   False | STRIPE82_0106 |         |                         | 59027 |                    |                 |          |                   |       |  6.54 | 4.14 | 1.58 |  4.69 |
| ACT-CL J2055.9-5456 | 313.99601 | -54.93669 | 0.139 | 342.60 |  4.84 |    False |    True |  SPLUS-s43s33 |         |              ABELL 3718 | 96545 | PSZ2 G342.62-39.60 |                 |          |                   |       |  6.97 | 4.04 | 1.79 | 11.75 |
| ACT-CL J2058.9+0122 | 314.72982 |   1.38169 | 0.329 |  50.09 |  7.82 |    False |    True | STRIPE82_0108 |         |                         | 59019 | PSZ2 G050.06-27.32 |                 |          |                   |       | 11.16 | 4.28 | 1.95 |  6.64 |
| ACT-CL J2101.2-5541 | 315.30237 | -55.69128 | 0.251 | 341.47 |  4.18 |    False |   False |  SPLUS-s43s33 |         |              ABELL 3732 |       | PSZ2 G341.44-40.19 |                 |          |                   |       |  6.02 | 4.06 | 1.63 |  6.73 |
| ACT-CL J2102.1-2431 | 315.54999 | -24.52920 | 0.188 |  22.18 |  3.32 |    False |   False |  SPLUS-s19s22 |         |                         |       | PSZ2 G022.12-38.81 |                 |          |                   |       |  4.78 | 4.05 | 1.55 |  7.95 |
| ACT-CL J2103.4-4321 | 315.85354 | -43.36544 | 0.140 | 357.70 |  3.12 |    False |   False |  SPLUS-s33s43 |         |              ABELL 3736 | 90851 | PSZ2 G357.75-41.77 |                 |          |                   |       |  4.49 | 4.06 | 1.54 | 10.06 |
| ACT-CL J2104.1-2515 | 316.04290 | -25.26343 | 0.185 |  21.42 |  4.29 |    False |   False |  SPLUS-s20s23 |         |              ABELL 2334 |       |                    |                 |          |                   |       |  6.19 | 4.04 | 1.69 |  8.76 |
| ACT-CL J2104.3-4120 | 316.08284 | -41.34945 | 0.165 |   0.41 |  5.56 |    False |    True |  SPLUS-s32s43 |         |              ABELL 3739 | 87428 | PSZ2 G000.40-41.86 |                 |          |                   |       |  8.01 | 4.06 | 1.85 | 10.57 |
| ACT-CL J2107.4-2110 | 316.86068 | -21.17974 | 0.202 |  26.75 |  2.53 |    False |   False |  SPLUS-s17s23 |         |              ABELL 2336 |       | PSZ2 G026.73-38.94 |                 |          |                   |       |  3.64 | 4.07 | 1.41 |  6.83 |
| ACT-CL J2111.7-5339 | 317.94024 | -53.65074 | 0.447 | 343.75 |  3.45 |    False |   False |  SPLUS-s41s36 |         |                         |       |                    |                 |          |                   |       |  4.97 | 4.09 | 1.42 |  4.00 |
| ACT-CL J2112.9-0631 | 318.23067 |  -6.53227 | 0.283 |  44.17 |  4.78 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.89 | 4.09 | 1.69 |  6.38 |
| ACT-CL J2114.7+0232 | 318.68839 |   2.53502 | 0.130 |  53.63 |  3.97 |    False |    True |               |         |                         |       |                    |                 |          |                   |       |  5.73 | 4.04 | 1.68 | 11.68 |
| ACT-CL J2114.9-5518 | 318.74443 | -55.30832 | 0.407 | 341.44 |  3.31 |    False |   False |  SPLUS-s43s35 |         |                         |       |                    |                 |          |                   |       |  4.77 | 4.07 | 1.42 |  4.23 |
| ACT-CL J2115.2-4658 | 318.82194 | -46.97408 | 0.299 | 352.66 |  4.19 |    False |   False |  SPLUS-s36s42 |         |                         |       |                    |                 |          |                   |       |  6.03 | 4.07 | 1.61 |  5.84 |
| ACT-CL J2116.5-5022 | 319.14165 | -50.38330 | 0.418 | 347.96 |  3.86 |    False |   False |  SPLUS-s39s39 |         |                         |       |                    |                 |          |                   |       |  5.55 | 4.10 | 1.49 |  4.36 |
| ACT-CL J2119.6-2611 | 319.90720 | -26.19718 | 0.380 |  21.38 |  7.17 |    False |    True |  SPLUS-s20s25 |         |                         |       | PSZ2 G021.36-43.02 |                 |          |                   |       | 10.22 | 4.29 | 1.85 |  5.75 |
| ACT-CL J2120.0+0452 | 320.01252 |   4.87214 | 0.381 |  56.72 |  3.88 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.59 | 4.09 | 1.52 |  4.70 |
| ACT-CL J2120.5-4016 | 320.13750 | -40.27500 | 0.262 |   1.94 |  3.58 |    False |   False |  SPLUS-s31s46 |         |                         | 87493 |                    |                 |          |                   |       |  5.16 | 4.05 | 1.54 |  6.16 |
| ACT-CL J2121.1-1038 | 320.28089 | -10.64165 | 0.371 |  40.81 |  5.01 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  7.20 | 4.15 | 1.66 |  5.22 |
| ACT-CL J2124.1-4500 | 321.04870 | -45.00134 | 0.272 | 355.20 |  3.72 |    False |   False |  SPLUS-s35s44 |         |                         |       |                    |                 |          |                   |       |  5.36 | 4.05 | 1.56 |  6.06 |
| ACT-CL J2126.1-3202 | 321.53525 | -32.03731 | 0.280 |  13.72 |  6.52 |    False |    True |  SPLUS-s25s53 |         |             ABELL S0946 |       | PSZ2 G013.74-45.53 |                 |          |                   |       |  9.34 | 4.16 | 1.87 |  7.12 |
| ACT-CL J2127.0-1210 | 321.76423 | -12.16725 | 0.176 |  39.85 |  4.17 |    False |   False |               |         |              ABELL 2345 | 67938 | PSZ2 G039.85-39.96 |                 |          |                   |       |  6.00 | 4.04 | 1.68 |  9.06 |
| ACT-CL J2128.4+0136 | 322.10502 |   1.60097 | 0.386 |  54.96 |  7.37 |    False |    True | STRIPE82_0118 |         |                         | 59206 | PSZ2 G054.95-33.39 |                 |          |                   |       | 10.49 | 4.31 | 1.87 |  5.74 |
| ACT-CL J2129.6+0005 | 322.41611 |   0.08871 | 0.234 |  53.66 |  6.80 |    False |    True | STRIPE82_0118 |         |                         | 59226 | PSZ2 G053.64-34.48 |                 |          |                   |       |  9.77 | 4.14 | 1.93 |  8.38 |
| ACT-CL J2131.0-4019 | 322.76964 | -40.32330 | 0.447 |   1.83 |  7.94 |    False |    True |  SPLUS-s31s48 |         |                         | 87494 |                    |                 |          |                   |       | 11.24 | 4.42 | 1.86 |  5.25 |
| ACT-CL J2131.4-4704 | 322.87086 | -47.07081 | 0.427 | 352.03 |  3.17 |    False |   False |  SPLUS-s36s44 |         |                         |       |                    |                 |          |                   |       |  4.57 | 4.07 | 1.39 |  4.02 |
| ACT-CL J2133.5-0618 | 323.37500 |  -6.30402 | 0.423 |  47.52 |  4.01 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.75 | 4.11 | 1.50 |  4.38 |
| ACT-CL J2134.0-4238 | 323.50301 | -42.64430 | 0.196 | 358.37 |  4.91 |    False |    True |  SPLUS-s33s47 |         |              ABELL 3783 | 90911 | PSZ2 G358.34-47.31 |                 |          |                   |       |  7.08 | 4.06 | 1.76 |  8.76 |
| ACT-CL J2134.1-2239 | 323.54595 | -22.66667 | 0.364 |  27.33 |  3.67 |    False |   False |  SPLUS-s18s27 |         |                         |       |                    |                 |          |                   |       |  5.29 | 4.07 | 1.50 |  4.78 |
| ACT-CL J2134.5-0502 | 323.62666 |  -5.03338 | 0.363 |  49.09 |  3.89 |    False |   False |  SPLUS-s05s01 |         |                         |       |                    |                 |          |                   |       |  5.61 | 4.08 | 1.53 |  4.88 |
| ACT-CL J2135.1-0103 | 323.79667 |  -1.05035 | 0.326 |  53.43 |  5.36 |    False |    True | STRIPE82_0119 |         |                         | 59236 | PSZ2 G053.44-36.25 |                 |          |                   |       |  7.70 | 4.14 | 1.72 |  5.90 |
| ACT-CL J2135.2+0125 | 323.81356 |   1.41921 | 0.229 |  55.95 |  7.29 |    False |    True | STRIPE82_0120 |         |              ABELL 2355 | 59207 | PSZ2 G055.95-34.89 |                 |          |                   |       | 10.46 | 4.16 | 1.98 |  8.74 |
| ACT-CL J2135.6-5726 | 323.91919 | -57.43862 | 0.427 | 337.50 |  5.87 |    False |    True |  SPLUS-s44s35 |         |                         |       |                    |                 |          |                   |       |  8.37 | 4.25 | 1.70 |  4.93 |
| ACT-CL J2136.6-1018 | 324.16967 | -10.31270 | 0.428 |  43.42 |  7.09 |    False |    True |  SPLUS-s09s01 |         |                         | 67920 | PSZ2 G043.44-41.27 |                 |          |                   |       | 10.09 | 4.34 | 1.81 |  5.23 |
| ACT-CL J2139.0-2333 | 324.76245 | -23.55442 | 0.320 |  26.53 |  4.04 |    False |   False |  SPLUS-s18s28 |         |                         |       |                    |                 |          |                   |       |  5.82 | 4.07 | 1.57 |  5.46 |
| ACT-CL J2140.2-2339 | 325.06477 | -23.65887 | 0.313 |  26.49 |  5.28 |    False |    True |  SPLUS-s18s28 |         |                         |       |                    |                 |          |                   |       |  7.59 | 4.12 | 1.72 |  6.07 |
| ACT-CL J2145.2-1843 | 326.30495 | -18.72270 | 0.419 |  33.87 |  5.16 |    False |   False |  SPLUS-s15s30 |         |                         |       | PSZ2 G033.83-46.57 |                 |          |                   |       |  7.39 | 4.19 | 1.64 |  4.80 |
| ACT-CL J2145.6-0143 | 326.41310 |  -1.71981 | 0.357 |  54.57 |  4.62 |    False |   False |  SPLUS-s02s02 |         |                         | 59325 |                    |                 |          |                   |       |  6.64 | 4.11 | 1.62 |  5.24 |
| ACT-CL J2145.9-1006 | 326.47921 | -10.10422 | 0.081 |  45.09 |  4.25 |     True |   False |  SPLUS-s08s03 |         |              ABELL 2377 | 67918 | PSZ2 G045.10-43.18 |           A2377 |          |                   |       |  6.12 | 4.04 | 1.75 | 18.47 |
| ACT-CL J2146.3-2624 | 326.58888 | -26.41259 | 0.240 |  22.98 |  4.68 |    False |   False |  SPLUS-s21s28 |         |              ABELL 3808 |       |                    |                 |          |                   |       |  6.75 | 4.07 | 1.70 |  7.25 |
| ACT-CL J2147.7-2107 | 326.93333 | -21.12913 | 0.117 |  30.80 |  3.09 |    False |    True |  SPLUS-s17s30 |         |                         |       |                    |                 |          |                   |       |  4.46 | 4.06 | 1.55 | 11.86 |
| ACT-CL J2148.6-5518 | 327.17087 | -55.31163 | 0.404 | 339.42 |  3.69 |    False |   False |  SPLUS-s43s38 |         |                         |       |                    |                 |          |                   |       |  5.32 | 4.09 | 1.48 |  4.42 |
| ACT-CL J2149.0-3042 | 327.27087 | -30.71008 | 0.118 |  16.58 |  4.02 |    False |    True |  SPLUS-s24s56 |         |              ABELL 3814 |       |                    |           A3814 |          |                   |       |  5.79 | 4.04 | 1.69 | 12.81 |
| ACT-CL J2150.3-0847 | 327.59096 |  -8.79220 | 0.395 |  47.40 |  5.55 |    False |    True |  SPLUS-s07s03 |         |                         |       |                    |                 |          |                   |       |  7.94 | 4.20 | 1.69 |  5.13 |
| ACT-CL J2150.5-1622 | 327.64771 | -16.37509 | 0.263 |  37.74 |  4.71 |    False |   False |  SPLUS-s13s32 |         |                         |       | PSZ2 G037.69-46.87 |                 |          |                   |       |  6.78 | 4.08 | 1.69 |  6.73 |
| ACT-CL J2151.0-0736 | 327.75282 |  -7.61381 | 0.282 |  48.91 |  4.34 |    False |   False |  SPLUS-s07s03 |         |                         | 63787 |                    |                 |          |                   |       |  6.25 | 4.07 | 1.63 |  6.19 |
| ACT-CL J2151.7+0249 | 327.94841 |   2.81996 | 0.226 |  60.38 |  3.62 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.22 | 4.04 | 1.57 |  6.99 |
| ACT-CL J2154.0-5751 | 328.52389 | -57.86038 | 0.076 | 335.59 |  3.69 |    False |    True |  SPLUS-s45s36 |         |              ABELL 3822 | 96682 | PSZ2 G335.58-46.44 |           A3822 |    A3822 |                   |       |  5.32 | 4.05 | 1.67 | 18.68 |
| ACT-CL J2154.7-5936 | 328.69218 | -59.60765 | 0.434 | 333.27 |  4.26 |    False |   False |  SPLUS-s46s35 |         |                         |       |                    |                 |          |                   |       |  6.12 | 4.14 | 1.53 |  4.38 |
| ACT-CL J2154.8-1322 | 328.70550 | -13.37599 | 0.448 |  42.35 |  4.74 |    False |   False |  SPLUS-s11s03 |         |                         |       |                    |                 |          |                   |       |  6.79 | 4.18 | 1.57 |  4.43 |
| ACT-CL J2156.1+0123 | 329.04338 |   1.38646 | 0.218 |  59.79 |  6.30 |    False |    True | STRIPE82_0128 |         |              ABELL 2397 | 59289 | PSZ2 G059.81-39.09 |                 |          |                   |       |  9.05 | 4.11 | 1.89 |  8.66 |
| ACT-CL J2158.5-0351 | 329.62935 |  -3.86194 | 0.391 |  54.60 |  6.41 |    False |    True |  SPLUS-s04s05 |         |                         | 63740 |                    |                 |          |                   |       |  9.14 | 4.25 | 1.78 |  5.43 |
| ACT-CL J2200.5+0444 | 330.14993 |   4.73506 | 0.404 |  64.01 |  4.46 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.41 | 4.13 | 1.57 |  4.70 |
| ACT-CL J2201.4-0834 | 330.36832 |  -8.57328 | 0.351 |  49.59 |  4.17 |    False |   False |  SPLUS-s07s05 |         |                         |       |                    |                 |          |                   |       |  6.00 | 4.09 | 1.57 |  5.13 |
| ACT-CL J2201.8-5956 | 330.46822 | -59.94872 | 0.097 | 332.23 |  8.67 |     True |   False |  SPLUS-s46s36 |         |              ABELL 3827 |       | PSZ2 G332.23-46.37 |           A3827 |    A3827 |                   |       | 12.47 | 4.10 | 2.20 | 19.73 |
| ACT-CL J2204.8-2514 | 331.21246 | -25.24323 | 0.213 |  26.16 |  4.57 |    False |   False |  SPLUS-s20s33 |         |              ABELL 2416 |       |                    |                 |          |                   |       |  6.58 | 4.06 | 1.71 |  7.94 |
| ACT-CL J2204.8-1815 | 331.22162 | -18.25174 | 0.277 |  37.00 |  4.07 |    False |   False |  SPLUS-s15s34 |         |                         |       |                    |                 |          |                   |       |  5.87 | 4.06 | 1.60 |  6.15 |
| ACT-CL J2205.0-5927 | 331.26039 | -59.45368 | 0.353 | 332.57 |  4.28 |    False |   False |  SPLUS-s46s36 |         |                         |       |                    |                 |          |                   |       |  6.15 | 4.10 | 1.58 |  5.14 |
| ACT-CL J2205.2-4405 | 331.30418 | -44.09167 | 0.422 | 354.79 |  3.54 |    False |   False |  SPLUS-s34s51 |         |                         |       |                    |                 |          |                   |       |  5.10 | 4.09 | 1.45 |  4.21 |
| ACT-CL J2206.4-1541 | 331.61246 | -15.68344 | 0.327 |  40.96 |  3.85 |    False |   False |  SPLUS-s13s35 |         |                         |       |                    |                 |          |                   |       |  5.55 | 4.07 | 1.54 |  5.28 |
| ACT-CL J2209.3-5147 | 332.34578 | -51.79590 | 0.110 | 342.57 |  3.13 |    False |    True |  SPLUS-s40s43 |         |              ABELL 3836 | 94009 | PSZ2 G342.51-50.97 |           A3836 |          |                   |       |  4.51 | 4.06 | 1.56 | 12.55 |
| ACT-CL J2209.8-0500 | 332.45278 |  -5.00556 | 0.161 |  55.49 |  3.06 |    False |   False |  SPLUS-s05s07 |         |                         |       |                    |                 |          |                   |       |  4.41 | 4.06 | 1.52 |  8.84 |
| ACT-CL J2209.9-2554 | 332.49165 | -25.90429 | 0.372 |  25.47 |  3.92 |    False |   False |  SPLUS-s20s34 |         |                         |       |                    |                 |          |                   |       |  5.64 | 4.09 | 1.53 |  4.80 |
| ACT-CL J2210.3-1209 | 332.58636 | -12.16386 | 0.085 |  46.51 |  6.09 |     True |   False |  SPLUS-s10s07 |         |              ABELL 2420 | 68066 | PSZ2 G046.47-49.44 |           A2420 |          |                   |       |  8.78 | 4.04 | 1.97 | 19.95 |
| ACT-CL J2210.5-5709 | 332.63342 | -57.15409 | 0.301 | 335.01 |  3.02 |    False |   False |  SPLUS-s44s39 |         |             ABELL S0998 |       |                    |                 |          |                   |       |  4.35 | 4.05 | 1.44 |  5.21 |
| ACT-CL J2211.0-0653 | 332.75068 |  -6.88360 | 0.371 |  53.47 |  6.08 |    False |    True |  SPLUS-s06s07 |         |                         |       |                    |                 |          |                   |       |  8.71 | 4.21 | 1.76 |  5.56 |
| ACT-CL J2211.2-4833 | 332.82318 | -48.56090 | 0.240 | 347.24 |  4.99 |    False |   False |  SPLUS-s38s47 |         |              ABELL 3841 | 93972 | PSZ2 G347.27-52.46 |                 |          |                   |       |  7.18 | 4.08 | 1.74 |  7.40 |
| ACT-CL J2211.3-2155 | 332.83246 | -21.92561 | 0.443 |  32.12 |  5.99 |    False |    True |  SPLUS-s17s34 |         |                         |       |                    |                 |          |                   |       |  8.55 | 4.27 | 1.70 |  4.83 |
| ACT-CL J2211.7-0349 | 332.94204 |  -3.82677 | 0.426 |  57.27 | 17.34 |     True |   False |  SPLUS-s04s07 |         |                         | 63810 | PSZ2 G057.25-45.34 |                 |          |                   |       | 23.91 | 5.10 | 2.42 |  7.00 |
| ACT-CL J2214.5-1022 | 333.62926 | -10.36875 | 0.098 |  49.68 |  4.17 |    False |    True |  SPLUS-s09s08 |         |              ABELL 2426 | 68049 | PSZ2 G049.69-49.46 |           A2426 |          |                   |       |  6.01 | 4.04 | 1.72 | 15.38 |
| ACT-CL J2216.9-1725 | 334.23333 | -17.42085 | 0.140 |  39.96 |  3.02 |    False |   False |  SPLUS-s14s36 |         |                         |       | PSZ2 G039.98-53.12 |                 |          |                   |       |  4.35 | 4.06 | 1.53 |  9.95 |
| ACT-CL J2217.7-3543 | 334.43721 | -35.72320 | 0.149 |   8.46 |  4.88 |    False |    True |  SPLUS-s28s59 |         |              ABELL 3854 | 83922 | PSZ2 G008.47-56.34 |                 |          |                   |       |  7.03 | 4.04 | 1.78 | 11.06 |
| ACT-CL J2218.6-3853 | 334.66037 | -38.89522 | 0.138 |   2.75 |  5.47 |    False |    True |  SPLUS-s30s56 |         |              ABELL 3856 | 87617 | PSZ2 G002.77-56.16 |                 |          |                   |       |  7.88 | 4.05 | 1.86 | 12.32 |
| ACT-CL J2218.6-0345 | 334.67120 |  -3.75911 | 0.090 |  58.81 |  4.79 |     True |   False |  SPLUS-s04s08 |         |                         | 63806 |                    | RXCJ2218.2-0350 |          |                   |       |  6.91 | 4.03 | 1.81 | 17.39 |
| ACT-CL J2218.7-2642 | 334.67510 | -26.70156 | 0.277 |  24.72 |  3.48 |    False |   False |  SPLUS-s21s33 |         |             ABELL S1010 |       |                    |                 |          |                   |       |  5.02 | 4.05 | 1.52 |  5.83 |
| ACT-CL J2219.5-3208 | 334.89161 | -32.13538 | 0.413 |  14.96 |  3.54 |    False |   False |  SPLUS-s25s61 |         |                         |       |                    |                 |          |                   |       |  5.09 | 4.08 | 1.45 |  4.28 |
| ACT-CL J2219.8-5708 | 334.95281 | -57.13548 | 0.302 | 334.05 |  5.16 |    False |   False |  SPLUS-s44s40 |         |              ABELL 3860 |       |                    |                 |          |                   |       |  7.41 | 4.11 | 1.72 |  6.19 |
| ACT-CL J2219.8-0350 | 334.97443 |  -3.83760 | 0.431 |  58.98 |  6.39 |    False |    True |  SPLUS-s04s09 |         |                         |       |                    |                 |          |                   |       |  9.11 | 4.29 | 1.75 |  5.03 |
| ACT-CL J2220.0-5816 | 335.01667 | -58.27500 | 0.274 | 332.54 |  3.08 |    False |   False |  SPLUS-s45s38 |         |                         |       |                    |                 |          |                   |       |  4.44 | 4.05 | 1.46 |  5.65 |
