|     name |         Cluster Name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass | r200 |   d200 | N_SPLUS | f_SPLUS |        S-PLUS |     CHANCES |                Abell |   WINGS |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|    60424 |                60424 |   59.30907 |  -5.38074 | 0.067 | 195.30 |  1.68 |    False |   False | 1.14 |  14.39 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    51178 |           ABELL 0403 |   44.96555 |   3.57801 | 0.067 | 173.19 |  2.18 |    False |   False | 1.24 |  15.69 |       0 |     0.0 |               |             |           ABELL 0403 |         |                     |                    |                 |          |                   |
|    60705 |                60705 |   74.54156 |  -7.59114 | 0.068 | 206.60 |  3.25 |    False |   False | 1.42 |  17.63 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    66126 |                66126 |  147.16399 | -10.71003 | 0.068 | 247.16 |  1.49 |    False |   False | 1.09 |  13.55 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    82560 |                A3497 | -179.98697 | -31.41105 | 0.068 | 290.25 |  4.43 |    False |    True | 1.57 |  19.40 |       0 |     0.0 |               |       A3497 |           ABELL 3497 |   A3497 |                     | PSZ2 G290.19+30.16 |                 |          |                   |
|    73318 |                A0500 |   69.72095 | -22.11313 | 0.068 | 220.57 |  4.27 |    False |   False | 1.55 |  19.15 |       1 |     3.1 |   A0500_2020B |       A0500 |           ABELL 0500 |   A0500 |                     | PSZ2 G220.53-38.55 |                 |          |                   |
|    77232 |                A3094 |   47.86198 | -26.92040 | 0.068 | 220.72 |  2.80 |    False |   False | 1.35 |  16.62 |       0 |     0.0 |               |       A3094 |           ABELL 3094 |         |                     | PSZ2 G220.74-58.91 |                 |          |                   |
|    60520 |           ABELL 0484 |   63.83919 |  -7.64152 | 0.069 | 200.75 |  7.30 |    False |    True | 1.86 |  22.79 |       0 |     0.0 |               |             |           ABELL 0484 |         |                     |                    |                 |          |                   |
|    73371 |           ABELL 0514 |   72.06320 | -20.47419 | 0.069 | 219.50 |  5.04 |    False |    True | 1.64 |  20.14 |       0 |     0.0 |               |             |           ABELL 0514 |         |                     | PSZ2 G219.45-35.90 |            A514 |          |                   |
|    93796 |          ABELL S0823 |  -65.10453 | -53.13527 | 0.069 | 344.79 |  2.71 |    False |   False | 1.33 |  16.27 |       0 |     0.0 |               |             |          ABELL S0823 |         |                     |                    |                 |          |                   |
|    82540 |                A3490 |  176.32998 | -34.42533 | 0.069 | 287.73 |  5.18 |    False |    True | 1.66 |  20.18 |       1 |     2.8 |   A3490_2022B |       A3490 |           ABELL 3490 |   A3490 |                     | PSZ2 G287.72+26.46 |                 |          |                   |
|    76356 |          ABELL S0987 |  -29.55590 | -22.43558 | 0.069 |  30.31 |  3.31 |    False |   False | 1.43 |  17.33 |       4 |    15.3 |  SPLUS-s18s32 |             |          ABELL S0987 |         |                     |                    |                 |          |                   |
|    91751 |          ABELL S0442 |   65.07761 | -51.42730 | 0.070 | 259.56 |  2.09 |    False |   False | 1.22 |  14.85 |       2 |    10.4 |  SPLUS-s40s31 |             |          ABELL S0442 |         |                     |                    |                 |          |                   |
|    66627 |                A1520 | -175.13619 | -13.30965 | 0.070 | 291.07 |  3.19 |    False |   False | 1.41 |  17.10 |       6 |    23.5 |    A1520_need |       A1520 |           ABELL 1520 |         |                     |                    |                 |          |                   |
|    88403 |  ACT-CL J0339.4-4545 |   55.20327 | -45.71497 | 0.070 | 253.44 |  2.83 |    False |   False | 1.36 |  16.41 |       3 |    12.8 |  SPLUS-s35s30 |             |                      |         | ACT-CL J0339.4-4545 |                    |                 |          |                   |
